file_id,FIA-Edit_SD35|structure_distance,FIA-Edit_SD35|psnr_unedit_part,FIA-Edit_SD35|lpips_unedit_part,FIA-Edit_SD35|mse_unedit_part,FIA-Edit_SD35|ssim_unedit_part,FIA-Edit_SD35|clip_similarity_source_image,FIA-Edit_SD35|clip_similarity_target_image,FIA-Edit_SD35|clip_similarity_target_image_edit_part
000000000090,0.0024571337,41.16133117675781,0.0004300979198887944,7.653620559722185e-05,0.9990279078483582,26.28251838684082,26.564428329467773,27.78478240966797
000000000091,0.0048048943,23.019023895263672,0.07702594995498657,0.004989966284483671,0.7991167902946472,23.43158721923828,27.670085906982422,18.205785751342773
000000000092,0.008675174,24.65880012512207,0.042840342968702316,0.0034207382705062628,0.9009655714035034,27.77951431274414,27.363079071044922,18.061941146850586
000000000093,0.022403464,35.9969596862793,0.010493235662579536,0.00025136451586149633,0.9869047403335571,14.570489883422852,20.49757957458496,18.76969337463379
000000000094,0.013261598,24.866043090820312,0.05656621605157852,0.0032613363582640886,0.8652350306510925,27.162569046020508,23.06755828857422,15.3096284866333
000000000095,0.021427687,23.085172653198242,0.161642387509346,0.004914538934826851,0.7437587976455688,29.751253128051758,28.186861038208008,21.950353622436523
000000000096,0.016044656,nan,nan,nan,nan,25.73930549621582,23.596826553344727,23.596826553344727
000000000097,0.004174683,24.020750045776367,0.03597252815961838,0.003962095361202955,0.8754168748855591,26.88048553466797,26.26658058166504,25.223318099975586
000000000098,0.0045233998,33.851234436035156,0.013432161882519722,0.0004119801742490381,0.9726909399032593,27.934661865234375,23.569578170776367,23.621566772460938
000000000099,0.009679316,23.200777053833008,0.1229361966252327,0.004785443190485239,0.768108069896698,19.019880294799805,29.89145851135254,19.641592025756836
000000000100,0.0049909907,33.445438385009766,0.019986314699053764,0.0004523305397015065,0.9702463150024414,30.434968948364258,29.55193519592285,31.70737075805664
000000000101,0.0067861453,32.77254867553711,0.02230541594326496,0.0005281351623125374,0.973951518535614,19.516843795776367,21.723529815673828,22.14218521118164
000000000102,0.0037571036,31.01849937438965,0.015758100897073746,0.0007909515406936407,0.9626395106315613,25.220623016357422,23.468122482299805,22.455900192260742
000000000103,0.0076560806,nan,nan,nan,nan,27.44292640686035,27.183460235595703,27.183460235595703
000000000104,0.015079892,23.63701629638672,0.09506307542324066,0.004328109789639711,0.8839173316955566,17.26443862915039,27.53976058959961,21.624183654785156
000000000105,0.01637391,17.317977905273438,0.13448666036128998,0.018543949350714684,0.6695656776428223,22.254985809326172,25.279029846191406,21.324026107788086
000000000106,0.0072517456,29.164714813232422,0.06507822126150131,0.0012120719766244292,0.9304118156433105,24.552661895751953,20.871444702148438,21.025279998779297
000000000107,0.0047826404,23.498369216918945,0.07653447240591049,0.004468511324375868,0.8432099223136902,22.043264389038086,21.731952667236328,24.005027770996094
000000000108,0.007916222,nan,nan,nan,nan,24.899141311645508,29.13779067993164,29.13779067993164
